id,level,exp,hp
9300800,10,1,65000
9300801,27,1,1300
9300802,27,1,1300
9300803,43,1,4400
9300804,73,1,150000
9300805,90,0,220000
9300806,100,0,2000000
9300807,100,0,2000000
9300808,175,0,12000000
9300809,108,0,65000
9300810,28,0,800
9300811,28,0,8000
9300812,25,44,525
9300813,26,47,580
9300814,27,50,650
9300815,10,0,300
9300816,182,1000000,9999999
9300817,190,114391,35000000
9300818,190,114232,43000000
9300819,190,123205,38000000
9300820,190,123153,43000000
9300821,190,121136,41000000
9300822,190,116462,45000000
9300823,200,200000,1000000000
9300824,190,126048,35000000
9300825,190,115497,41000000
9300826,190,123305,37000000
9300827,190,113886,43000000
9300828,190,119164,60000000
9300829,200,200000,1000000000
9300830,200,200000,1000000000
9300831,190,114189,41000000
9300832,190,127050,45000000
9300833,190,123273,42500000
9300834,190,125017,44000000
9300835,190,117767,43000000
9300836,190,126881,43000000
9300837,190,120332,43000000
9300838,190,124193,44000000
9300839,200,200000,1000000000
9300840,190,115763,37000000
9300841,190,115632,38000000
9300842,190,123414,39000000
9300843,190,122957,40000000
9300844,190,119681,38000000
9300845,190,115816,39000000
9300846,190,114340,40000000
9300847,190,118500,41000000
9300848,190,119489,39000000
9300849,190,124420,40000000
9300850,190,116451,41000000
9300851,190,119699,42000000
9300852,190,113881,45000000
9300853,200,200000,1000000000
9300854,190,2000000,2100000000
9300855,190,2040000,2100000000
9300856,120,2000000,2100000000
9300857,170,5000000,2100000000
9300858,182,1000000,9999999
9300859,182,1000000,9999999
9300860,190,22000000,2000000000
9300861,120,204288,60000000
9300862,170,5000000,2100000000
9300863,107,320000,107000000
9300864,190,20400000,2100000000
9300865,129,0,2100000000
9300866,60,0,2100000000
9300867,60,0,2100000000
9300868,60,0,2100000000
9300869,60,0,2100000000
9300870,60,0,2100000000
9300871,50,0,30000
9300872,50,0,35000
9300873,55,0,20000
9300874,65,0,30000
9300875,65,0,150000
9300876,60,0,30000
9300877,12,0,175
9300878,95,13990,3300000
9300879,97,14810,3540000
9300880,130,49960,20533500
9300881,1,1,35
9300882,1,1,35
9300883,1,1,35
9300884,81,780,54000
9300885,83,875,62000
9300886,1,1,35
9300887,1,1,35
9300888,105,1495,75000
9300889,43,127,4400
9300890,155,0,202020000
9300891,165,12,80
9300892,125,12,1619775
9300893,125,12,1619775
9300900,7,12,80
9300901,10,17,125
9300902,30,17,900
9300903,8,13,95
9300904,6,10,65
9300905,11,19,150
9300906,30,19,900
9300907,30,19,900
9300908,30,19,900
9300909,30,19,900
9300910,23,32,558
9300911,25,36,630
9300912,28,110,23000
9300920,43,85,2640
9300921,43,85,2640
9300922,43,85,2640
9300925,45,85,24000
9300926,46,85,38000
9300927,48,1467,50000
9300928,1,1467,2090000000
9300930,55,125,4800
9300931,54,121,4560
9300932,54,121,4560
9300933,54,121,4560
9300934,48,99,3312
9300935,52,113,4080
9300936,53,117,4320
9300937,53,117,4320
9300938,58,1990,490000
9300939,55,125,4800
9300940,55,125,4800
9300941,1,0,1000000
9300942,1,0,5000000
9300943,1,0,10000000
9300944,1,0,3000000
9300945,1,0,5000000
9300946,1,0,15000000
9300947,1,0,10000000
9300948,1,0,20000000
9300949,1,0,2100000000
9300950,1,0,2100000000
9300951,1,0,2100000000
9300952,1,0,20000000
9300955,33,0,1500000000
9300956,33,0,2000000000
9300957,75,581,36000
9300958,76,581,40800
9300959,77,701,45600
9300960,78,762,50400
9300961,79,821,55200
9300962,80,878,60000
9300963,81,936,64800
9300964,82,992,69600
9300965,83,34200,5520000
9300966,82,1,2000000000
9300967,82,1,2000000000
9300968,81,1,54000
9300969,80,1,50000
9300970,1,0,300000
9300971,30,0,1050
9302000,1,0,15
9302001,1,0,15
9302002,1,0,15
9302003,1,0,15
9302004,1,0,15
9302005,1,0,15
9302006,1,0,15
9302007,1,0,15
9302008,1,0,15
9302009,1,0,15
9302010,1,0,15
9302011,32,68,1100
9302012,58,179,4900
9302013,58,179,4900
9302014,58,179,4900
9302015,58,179,4900
9302016,58,179,4900
9302017,58,179,4900
9302018,58,179,4900
9302019,60,194,5500
9302020,10,0,10
9302021,20,1750,18750
9302022,34,3750,65000
9302023,36,4150,75000
9302024,46,5800,126000
9302025,50,6500,150000
9302026,55,7800,200000
9302027,56,8000,205000
9302028,66,12600,400000
9302029,70,14800,500000
9302030,76,22300,850000
9302031,83,36450,1550000
9302032,85,40250,1750000
9302033,100,66700,3250000
9302034,118,94200,5050000
9302035,135,122700,7000000
9302036,150,189750,11750000
9302037,140,155500,9250000
9302038,26,2350,29000
9302039,32,68,1100
9302040,45,220,9000
9302041,45,231,10800
9302042,50,1300,110000
9302043,50,1365,132000
9302044,50,450,50000
9302045,50,450,50000
9302046,50,2000,300000
9302047,50,2000,810000
9302048,50,5500,810000
9303000,10,5500,125
9303001,10,5500,125
9303002,10,5500,125
9303003,10,5500,125
9303004,10,5500,125
9303005,26,5500,580
9303006,26,5500,580
9303007,26,5500,580
9303008,26,5500,580
9303009,51,5500,3200
9303010,51,5500,3200
9303011,51,5500,3200
9303012,51,5500,3200
9303013,81,5500,27000
9303014,81,5500,27000
9303015,81,5500,27000
9303016,81,5500,27000
9303020,10,0,78000000
9303021,10,0,78000000
9303022,10,0,78000000
9303023,10,0,78000000
9303024,145,0,10500000
9303025,32,68,1100
9303026,10,0,7100
9303030,10,0,10
9303031,10,0,10
9303032,10,0,10
9303033,10,0,10
9303034,10,0,10
9303035,10,0,10
9303036,10,0,800000
9303037,10,0,60000
9303038,30,0,3000000
9303039,15,0,1900
9303040,10,0,10
9303041,10,0,10
9303042,10,0,10
9303043,10,0,10
9303050,32,68,1100
9303051,32,68,1100
9303060,40,96,1900
9303061,40,96,1900
9303062,40,96,1900
9303063,40,96,1900
9303064,40,96,1900
9303070,100,0,49999950
9303071,100,0,49999950
9303072,100,0,49999950
9303073,100,0,49999950
9303074,100,0,49999950
9303075,32,0,50000000
9303076,32,0,50000000
9303077,75,0,10000000
9303078,75,0,10000000
9303079,120,0,10000000
9303080,75,0,10000000
9303081,75,0,10000000
9303082,100,0,50000000
9303083,120,0,100000000
9303084,100,0,50000000
9303085,120,0,100000000
9303086,100,0,50000000
9303087,120,0,100000000
9303088,75,0,10000000
9303089,100,0,50000000
9303090,120,0,100000000
9303091,100,0,50000000
9303092,120,0,100000000
9303093,75,0,10000000
9303094,100,0,50000000
9303095,120,0,100000000
9303096,75,0,10000000
9303097,100,0,50000000
9303098,120,0,100000000
9303099,75,0,10000000
9303100,100,0,50000000
9303101,120,0,100000000
9303102,100,0,50000000
9303103,120,0,100000000
9303104,75,0,29999970
9303105,75,0,29999970
9303106,75,0,29999970
9303107,75,0,29999970
9303108,75,0,29999970
9303110,33,0,1000
9303111,33,0,1000
9303112,33,0,1000
9303113,15,0,1900
9303114,33,0,1000
9303115,33,0,1000
9303116,33,0,1000
9303117,33,0,1000
9303118,33,0,1000
9303119,15,0,1900
9303120,33,0,1000
9303121,33,0,1000
9303122,33,0,1000
9303123,33,0,1000
9303124,15,0,1900
9303125,33,0,1000
9303126,33,0,1000
9303127,33,0,1000
9303128,33,0,1000
9303129,33,0,1000
9303130,100,0,50000000
9303131,100,0,50000000
9303132,100,0,50000000
9303133,100,0,50000000
9303134,100,0,50000000
9303135,120,0,100000000
9303136,120,0,100000000
9303137,120,0,100000000
9303138,120,0,100000000
9303139,120,0,100000000
9303140,10,0,3500000
9303141,100,0,2999997
9303142,20,35,375
9303143,20,35,375
9303144,120,35,453600
9303145,10,17,125
9303146,13,23,200
9303147,10,17,125
9303148,13,23,200
9303149,7,12,80
9303150,7,12,80
9303151,1,3,15
9303152,100,3,50000000
9303153,120,3,100000000
9303154,100,3,50000000
9303155,120,3,100000000
9303156,100,3,50000000
9303157,120,3,100000000
9303158,100,3,50000000
9303159,120,3,100000000
9303160,100,0,50000000
9303161,120,0,100000000
9303162,75,0,10000000
9303163,75,0,10000000
9303164,75,0,10000000
9303165,75,0,10000000
9303166,100,0,50000000
9303167,120,0,100000000
9303168,100,0,50000000
9303169,120,0,100000000
9303200,1,0,1000
9303201,5,0,2000
9303202,6,0,2650
9303203,10,0,3250
9303204,11,0,4500
9303205,15,0,8500
9303206,1,0,40000
9303207,200,0,2000000000
9303208,200,0,2000000000
9303209,1,1,1
9303210,1,1,1
9303211,1,0,1000
9303212,1,0,1000
9303213,1,0,1000
9303214,1,0,1000
9303215,1,0,1000
9303216,1,0,1000
9303217,1,0,9999999
9304000,10,0,2000
9304001,10,0,2000
9304002,10,0,2000
9304003,10,0,2000
9304004,10,0,2000
9304005,10,0,2000
9304006,10,0,2000
9304007,10,0,2000
9304008,10,0,2000
9305000,48,215,96600
9305001,61,340,192500
9305002,88,28175,1225000
9305003,125,10390,5750000
9305004,50,228,105000
9305005,135,13750,8000000
9305006,140,15550,9250000
9305007,145,17290,10500000
9305100,25,154,36750
9305101,28,186,50400
9305102,30,210,63000
9305103,33,252,84000
9305104,35,277,98000
9305105,35,277,98000
9305106,38,312,119000
9305107,40,336,133000
9305108,45,392,168000
9305109,48,431,193200
9305110,50,455,210000
9305111,52,494,238000
9305112,55,546,280000
9305113,58,627,343000
9305114,60,679,385000
9305115,62,1491,441000
9305116,65,1687,525000
9305117,68,1918,630000
9305118,71,2226,770000
9305119,74,2674,980000
9305120,77,3409,1330000
9305121,80,4270,1750000
9305122,82,4823,2030000
9305123,85,5635,2450000
9305124,88,6419,2870000
9305125,90,6930,3150000
9305126,92,7434,3430000
9305127,95,8162,3850000
9305128,98,17752,4270000
9305129,101,19138,4690000
9305130,104,20482,5110000
9305131,107,21798,5530000
9305132,110,38477,5950000
9305133,113,40577,6370000
9305134,116,63910,6790000
9305135,119,66920,7210000
9305136,122,139720,7630000
9305137,125,145460,8050000
9305138,128,155820,8750000
9305139,130,166530,9450000
9305200,25,1320,157500
9305201,28,1590,216000
9305202,30,1800,270000
9305203,33,2160,360000
9305204,35,2370,420000
9305205,35,2370,420000
9305206,38,2670,510000
9305207,40,2880,570000
9305208,45,3360,720000
9305209,48,3690,828000
9305210,50,3900,900000
9305211,52,4230,1020000
9305212,55,4680,1200000
9305213,58,5370,1470000
9305214,60,5820,1650000
9305215,62,6390,1890000
9305216,65,7230,2250000
9305217,68,8220,2700000
9305218,71,9540,3300000
9305219,74,11460,4200000
9305220,77,14610,5700000
9305221,80,18300,7500000
9305222,82,20670,8700000
9305223,85,24150,10500000
9305224,88,27510,12300000
9305225,90,29700,13500000
9305226,92,31860,14700000
9305227,95,34980,16500000
9305228,98,38040,18300000
9305229,100,40020,19500000
9305230,105,44850,22500000
9305231,110,49470,25500000
9305232,115,53910,28500000
9305233,120,58200,31500000
9305234,125,62340,34500000
9305235,130,71370,40500000
9305236,135,82500,48000000
9305237,140,93300,55500000
9305238,145,103740,63000000
9305239,150,113850,70500000
9305300,25,1760,420000
9305301,28,2120,576000
9305302,30,2400,720000
9305303,33,2880,960000
9305304,35,3160,1120000
9305305,35,3160,1120000
9305306,38,3560,1360000
9305307,40,3840,1520000
9305308,45,4480,1920000
9305309,48,4920,2208000
9305310,50,5200,2400000
9305311,52,5640,2720000
9305312,55,6240,3200000
9305313,58,7160,3920000
9305314,60,7760,4400000
9305315,62,8520,5040000
9305316,65,9640,6000000
9305317,68,10960,7200000
9305318,71,12720,8800000
9305319,74,15280,11200000
9305320,77,19480,15200000
9305321,80,24400,20000000
9305322,82,27560,23200000
9305323,85,32200,28000000
9305324,88,36680,32800000
9305325,90,39600,36000000
9305326,92,42480,39200000
9305327,95,46640,44000000
9305328,98,50720,48800000
9305329,100,53360,52000000
9305330,105,59800,60000000
9305331,110,65960,68000000
9305332,115,71880,76000000
9305333,120,77600,84000000
9305334,125,83120,92000000
9305335,130,95160,108000000
9305336,135,110000,128000000
9305337,140,124400,148000000
9305338,145,138320,168000000
9305339,150,151800,188000000
9305400,30,6,100
9305401,30,7,150
9305402,30,13,1050
9305403,30,7,150
9305404,30,6,100
9305405,30,13,1050
9305406,30,12,900
9305407,30,35,4200
9305408,30,110,15000
9305409,30,16,1400
9305410,30,20,2000
9305411,30,12,900
9305412,30,13,1050
9305413,30,25,2750
9305414,30,20,2000
9305415,30,35,4200
9305416,30,16,1400
9305417,30,12,900
9305418,30,13,1050
9305419,30,20,2000
9305420,30,35,4200
9305421,30,25,2750
9305422,30,4668,672000
9305500,30,6,100
9305501,30,7,150
9305502,30,13,1050
9305503,30,7,150
9305504,30,6,100
9305505,30,13,1050
9305506,30,12,900
9305507,30,35,4200
9305508,30,110,15000
9305509,30,16,1400
9305510,30,20,2000
9305511,30,12,900
9305512,30,13,1050
9305513,30,25,2750
9305514,30,20,2000
9305515,30,35,4200
9305516,30,16,1400
9305517,30,12,900
9305518,30,13,1050
9305519,30,20,2000
9305520,30,35,4200
9305521,30,25,2750
9305522,30,4668,672000
9305600,100,16010,2600000
9305601,102,17210,2870400
9305602,104,18580,3153600
9305603,106,19840,3465000
9305604,108,21120,3774600
9305605,110,27110,6171000
9305606,113,29630,6961500
9305607,115,31480,7552500
9305608,118,34140,8423400
9305609,143,400000,500000000
9305610,120,36080,13608000
9305611,123,39100,15134850
9305612,125,41140,16197750
9305613,128,45680,18450000
9305614,130,49960,20533500
9305615,132,54320,22707000
9305616,135,61380,26280000
9305617,138,68360,30003750
9305618,140,73520,32634000
9305619,120,250000,50000000
9305620,145,73520,43512000
9305621,148,86310,53046000
9305622,150,100190,63450000
9305623,153,123250,80808000
9305624,155,150410,135168000
9305625,158,179100,165680000
9305626,160,209270,198832000
9305627,163,241730,235392000
9305628,165,275740,274752000
9305629,168,700000,1000000000
9305630,170,404710,527060000
9305631,175,474180,631630000
9305632,180,548380,744000000
9305633,185,625900,866230000
9305634,190,708580,996660000
9305635,195,794680,1137750000
9305636,200,884200,1287440000
9305637,205,1077700,1618740000
9305638,210,1289930,1992960000
9305639,215,1350000,2000000000
9305640,250,1974801,2100000000
9305641,145,7352,4351200
9305642,148,8631,5304600
9305643,150,10019,6345000
9305644,153,12325,8080800
9305645,155,15041,13516800
9305646,158,17910,16568000
9305647,160,20927,19883200
9305648,163,24173,23539200
9305649,165,27574,27475200
9305650,105,27574,2100000000
9305651,105,27574,2100000000
9305652,105,27574,2100000000
9305653,105,27574,2100000000
9305654,105,27574,2100000000
9305655,105,27574,2100000000
9305656,220,1518980,2100000000
9305657,220,1537208,2100000000
9305658,220,1555654,2100000000
9305659,220,1574322,2100000000
9305660,220,1593214,2100000000
9305661,230,1612333,2100000000
9305662,230,1631681,2100000000
9305663,230,1651261,2100000000
9305664,230,1671076,2100000000
9305665,230,1691129,2100000000
9305666,240,1711422,2100000000
9305667,240,1731959,2100000000
9305668,240,1752743,2100000000
9305669,240,1773776,2100000000
9305670,240,1795061,2100000000
9305671,240,1816602,2100000000
9305672,250,1838401,2100000000
9305673,250,1860462,2100000000
9305674,250,1882787,2100000000
9305675,250,1905381,2100000000
9305676,250,1928245,2100000000
9305677,250,1951384,2100000000
9305678,105,1951384,2100000000
9305679,105,1951384,2100000000
9305680,130,150000,20000000
9306000,1,1,1
9306001,1,1,1
9306002,1,1,1
9306003,1,1,1
9306004,1,1,1
9306005,1,1,1
9306006,1,1,1
9306007,1,1,1
9306008,1,1,1
9306100,1,1,1
9306101,1,1,1
9306102,1,1,1
9306103,1,1,1
9306104,1,1,1
9306105,1,1,1
9306107,1,1,1
9306108,1,1,1
9306109,1,1,1
9306110,1,1,1
9306111,1,1,1
9306112,1,9222,530000
9306200,1,1,1
9306201,1,1,1
9306202,1,1,1
9306203,1,1,1
9306204,1,1,1
9306205,1,1,1
9306206,1,1,1
9306207,1,1,1
9306300,1,1,1
9306301,1,1,1
9306302,1,1,1
9306303,1,1,1
9306304,1,1,1
9306305,1,1,1
9306306,1,1,1
9306307,1,1,1
9306308,1,1,1
9306309,1,1,1
9307000,150,0,100
9307001,150,0,100
9307002,150,0,12000000
9307003,150,0,100
9307004,150,0,100
9307005,150,0,12000000
9307006,11,0,150
9307007,11,0,150
9307008,11,0,150
9307009,11,0,150
9307010,11,0,150
9307011,13,0,200
9307012,13,0,200
9307013,13,0,200
9308000,10,0,500
9308001,10,0,125
9308002,20,0,375
9308003,30,0,900
9308004,40,0,1900
9308005,50,0,3000
9308006,60,0,5500
9308007,70,0,10000
9308008,80,0,25000
9308009,90,0,45000
9308010,100,0,65000
9308011,10,0,250
9308012,20,0,750
9308013,30,0,1800
9308014,40,0,3800
9308015,50,0,6000
9308016,60,0,11000
9308017,70,0,20000
9308018,80,0,50000
9308019,90,0,90000
9308020,100,0,130000
9308021,10,0,3125
9308022,20,0,9375
9308023,30,0,22500
9308024,40,0,47500
9308025,50,0,75000
9308026,60,0,137500
9308027,70,0,250000
9308028,80,0,625000
9308029,90,0,1125000
9308030,100,0,1625000
9309000,80,732,50000
9309001,112,1435,335085
9309002,116,1621,391395
9309003,120,3608,453600
9309004,132,2716,756900
9309005,132,2716,756900
9309006,136,3184,915750
9309007,136,3184,915750
9309008,140,3676,1087800
9309009,144,4189,1276125
9309010,144,4189,1276125
9309011,144,4189,1276125
9309012,148,4722,1478250
9309013,148,4722,1478250
9309014,156,6439,2118450
9309015,156,6439,2118450
9309016,170,10463,4970800
9309017,170,10463,4970800
9309018,170,10463,4970800
9309019,170,10463,4970800
9309020,175,12086,5884800
9309021,175,12086,5884800
9309022,175,12086,5884800
9309023,185,16927,8631000
9309024,185,16927,8631000
9309025,185,16927,8631000
9309026,185,16927,8631000
9309027,190,20235,10541200
9309028,190,20235,10541200
9309029,195,23709,12632600
9309030,195,23709,12632600
9309031,195,23709,12632600
9309032,104,1858,157680
9309033,108,1056,188730
9309034,158,6974,2320350
9309035,152,5405,1732500
9309036,200,5405,2000000000
9309037,165,12,80
9309038,165,8955,4142000
9309039,165,8955,4142000
9309040,160,7520,3379200
9309041,160,7520,3379200
9309042,104,929,157680
9309043,104,929,157680
9309044,120,1804,453600
9309045,120,1804,453600
9309046,100,800,130000
9309047,100,800,130000
9309048,128,2284,615000
9309049,128,2284,615000
9309050,190,40471,10541200
9309051,196,48848,13056000
9309052,198,51885,13955200
9309053,200,54838,14880000
9309054,210,70858,19933200
9309055,210,70858,19933200
9309056,212,74299,21036600
9309057,212,74299,21036600
9309058,214,77606,22167200
9309059,218,84758,24510000
9309060,218,84758,24510000
9309061,218,84758,24510000
9309062,220,88420,25748800
9309063,220,88420,25748800
9309064,224,95907,28312800
9309065,224,95907,28312800
9309066,234,116039,35259000
9309067,234,116039,35259000
9309068,234,116039,35259000
9309069,234,116039,35259000
9309070,236,120384,36762000
9309071,236,120384,36762000
9309072,236,120384,36762000
9309073,240,128993,39859200
9309074,240,128993,39859200
9309075,240,128993,39859200
9309076,240,128993,39859200
9309077,242,128993,41453400
9309078,150,17160,1586250
9309079,244,137828,43114200
9309080,244,137828,43114200
9309081,244,137828,43114200
9309082,192,43211,11349800
9309083,194,46002,12198600
9309084,69,342,19000
9309085,103,1789,150520
9309086,200,1789,2000000000
9309087,1,12,80
9309088,162,16158,3675000
9309089,162,16158,3675000
9309090,104,1858,157680
9309091,104,1858,157680
9309092,47,143,100000
9309093,47,143,100000
9309094,47,143,100000
9309095,47,143,100000
9309096,110,3059,617100
9309097,110,3059,617100
9309098,47,143,100000
9309099,47,143,100000
9309100,144,4189,1276125
9309101,218,84758,24510000
9309102,124,2006,522060
9309103,124,2006,522060
9309104,128,2284,615000
9309105,128,2284,615000
9309106,200,27419,14880000
9309107,200,27419,14880000
9309108,110,3059,617100
9309109,110,3059,617100
9309110,104,1858,157680
9309111,104,1858,157680
9309112,104,1858,157680
9309113,104,1858,157680
9309114,104,1858,157680
9309115,104,1858,157680
9309116,11,0,150
9309117,11,0,150
9309118,2,4,5000000
9309119,2,4,5000000
9309123,85,4,999999999
9309124,90,4,15000
9309125,116,1621,391395
9309126,250,0,60000000
9309127,114,1435,1005255
9309128,200,1435,2100000000
9309129,160,15041,3379200
9309130,160,15041,3379200
9309200,170,2000000,2100000000
9309201,129,400000,400000000
9309202,125,400000,4000000
9309203,190,5000000,2100000000
9309204,129,88400,2100000000
9309205,150,610000,1000000000
9309206,190,88400,2100000000
9309207,210,100000000,2100000000
9309208,200,88400,2100000000
9309209,125,88400,5000000
9309210,200,127,1000000000
9309211,210,127,2100000000
9309212,200,88400,2100000000
9309213,200,88400,2100000000
9309300,43,127,500000
9390000,210,20000,55000000
9390001,209,189750,11750000
9390002,209,172900,25000000
9390003,200,12694,930000
9390004,201,12931,950000
9390005,202,13569,1000000
9390006,203,14204,1050000
9390007,204,14204,1100000
9390008,204,14204,1100000
9390009,206,16091,1200000
9390010,207,16713,1250000
9390011,74,355640,109000000
9390012,208,17333,1300000
9390013,203,14204,1050000
9390014,205,15465,1150000
9390015,205,15465,1150000
9390016,210,18565,1400000
9390017,209,17950,1350000
9390100,209,17950,1500000
9390101,209,17950,1350000
9390102,209,18000,1350000
9390103,209,20000,2000000
9390104,209,17950,1350000
9390110,209,1000000,100000000
9390111,209,3500000,250000000
9390112,30,3500000,10
9390113,209,4000000,350000000
9390200,10,17,125
9390201,4,6,35
9390202,7,12,80
9390203,14,24,225
9390204,16,28,275
9390205,13,32,350
9390206,60,15,110
9390207,24,50,495
9390300,1,10,10
9390301,1,10,10
9390302,1,10,10
9390303,1,10,10
9390304,1,10,10
9390305,1,10,10
9390306,1,10,10
9390307,1,10,10
9390500,150,189750,11750000
9390501,150,189750,11750000
9390600,150,0,50000000
9390601,150,0,10000000
9390602,150,0,5000000
9390603,10,0,90000000
9390610,150,0,40000000
9390611,150,0,40000000
9390612,150,0,60000000
9390613,10,0,90000000
9390614,10,0,90000000
9390615,10,0,90000000
9390616,10,0,90000000
9390617,10,0,90000000
9390618,10,0,90000000
9390619,10,0,90000000
9390620,140,3,1110000
9390621,140,3,1510000
9390622,150,3,2510000
9390623,150,3,3510000
9390624,140,155500,2510000
9390625,140,155500,3510000
9390630,145,113850,2260000
9390631,145,113850,2260000
9390632,145,113850,3260000
9390633,145,113850,1260000
9390634,145,113850,1260000
9390635,145,113850,1260000
9390636,140,113850,1110000
9390637,140,113850,2110000
9390638,140,113850,3110000
9390639,45,112,2400
9390640,140,1200,1000000
9390641,45,1200,2400
9390642,150,112,1410000
9390643,45,112,2400
9390644,150,112,1410000
9390645,45,112,2400
9390646,150,112,1410000
9390800,140,8985,525000
9390801,109,1618,83000
9390802,1,1,1
9390803,1,1,1
9390804,160,8877840,1880000000
9390805,10,8877840,90000000
9390806,145,3458,210000
9390807,142,3250,195000
9390808,147,3594,220000
9390809,151,3861,240000
9390810,152,4004,250000
9390811,148,3661,225000
9390812,155,0,280000
9390813,157,4705,300000
9390814,158,4843,310000
9390815,160,0,660000
9390816,160,0,660000
9390817,160,7464,1320000
9390818,160,7464,660000
9390819,162,7861,700000
9390820,163,8057,720000
9390821,162,7861,700000
9390822,165,1,1175000
9390823,140,8985,525000
9390824,109,1618,83000
9390825,1,1,1
9390826,1,1,1
9390827,160,4844950,1304000000
9390828,110,0,33000000
9390829,147,0,220000
9390830,151,0,240000
9390831,152,0,250000
9390832,148,0,225000
9390833,160,0,660000
9390834,162,0,700000
9390835,110,0,15500000
9390837,10,0,90000000
9390838,10,0,90000000
9390839,160,25323,17000000
9390840,162,27240,18000000
9390841,163,28105,18500000
9390842,162,27240,18000000
9390843,147,16195,10000000
9390844,151,17232,12000000
9390845,152,17534,12500000
9390846,148,17420,10500000
9390847,142,17420,210000
9390857,160,3603400,86000000
9390858,110,0,33000000
9390859,160,2919609,1048000000
9390860,10,2919609,90000000
9390861,10,2919609,90000000
9390862,26,47,580
9390863,100,47,65000
9390865,155,18500,15000000
9390866,165,35000,20000000
9390867,160,4844950,904000000
9390868,160,8877840,1280000000
9390869,109,1618,83000
9390870,140,8985,525000
9390900,40,1344,76000
9390901,40,1344,76000
9390902,40,1344,76000
9390903,65,12050,375000
9390906,65,12050,375000
9390907,40,1344,76000
9390908,40,1176,66500
9390909,90,30500,1250000
9390910,90,30500,1250000
9390911,90,30500,4550000
9390912,12,21,175
9390913,16,28,275
9390914,22,39,435
9390915,30,720,36000
9390916,25,245,13000
9390917,25,245,10000
9390918,25,245,11000
9390921,90,6131,450000
9390922,82,689,29000
9390923,82,689,29000
9390924,85,7962,480000
9390925,55,156,4000
9390926,52,141,3400
9390927,5,8,50
9390928,6,10,65
9390929,7,12,80
9390930,8,36,280
9390931,1,0,8
9390932,3,5,25
9390933,23,40,465
9390934,12,21,175
9390935,5,0,20
9390936,5,0,20
9390937,5,0,99999999
9390938,65,318,17000
9390939,10,17,125
9390940,13,23,200
9390941,15,26,250
9390942,25,44,525
9390943,28,53,720
9390980,30,1,6000
9390981,30,1,90000
9390982,30,1,3800
9390983,30,1,3800
9390984,30,1,3800
9390985,30,1,3800
9390986,30,1,3800
9390987,30,1,3800
9390988,30,1,1800
9390989,30,1,1800
9390990,30,1,1800
9390991,30,1,1800
9390992,30,1,1800
9390993,33,1,10000
9390994,33,1,10000
9390995,33,1,10000
9390996,33,1,10000
9390997,33,1,10000
9390998,10,1,9999999
9390999,10,1,99999999
9391000,135,2750,160000
9391001,135,2750,160000
9391002,136,2823,165000
9391003,143,3320,200000
9391004,144,3389,205000
9391005,140,3110,185000
9391006,144,3289,205000
9391007,141,3180,190000
9391008,140,3110,185000
9391009,147,3594,220000
9391010,146,3526,215000
9391011,145,3458,210000
9391012,142,3250,195000
9391013,147,12579,9900000
9391014,148,12813,10125000
9391015,120,12813,3150000
9391016,120,12813,3150000
9391017,120,12813,3150000
9391018,120,12813,3150000
9391019,120,12813,3150000
9391020,120,12813,31500000
9391021,120,12813,23000000
9391022,120,12813,3150000
9391023,143,3250,200000
9400000,25,44,525
9400001,30,60,900
9400002,30,60,900
9400003,60,194,5500
9400004,45,112,2400
9400005,162,76605,21217500
9400006,162,76605,21217500
9400007,162,76605,21217500
9400008,162,76605,21217500
9400009,200,76605,930000
9400010,200,76605,930000
9400011,40,96,1900
9400012,60,194,5500
9400013,100,1334,65000
9400014,115,718143,35000000
9400015,160,75630,20947500
9400016,160,18049,4055040
9400017,160,18049,4055040
9400018,170,22148,5157360
9400019,165,20756,4777440
9400020,162,19390,4410000
9400021,162,19390,4410000
9400022,160,18049,4055040
9400023,163,20756,4777440
9400024,160,18049,4055040
9400025,165,20756,4777440
9400026,10,17,125
9400027,10,17,125
9400028,12,21,175
9400029,161,19763,5705700
9400030,160,19654,5674350
9400031,10,17,125
9400032,10,17,125
9400033,10,17,125
9400034,85,17,1000000
9400035,161,19763,5705700
9400036,45,134,4800
9400037,45,134,4800
9400038,200,134,330000000
9400039,160,75630,20947500
9400040,190,75630,2000000000
9400041,166,78473,21735000
9400042,166,78473,21735000
9400043,161,19763,5705700
9400044,161,19763,5705700
9400045,161,19763,5705700
9400046,200,19763,330000000
9400048,100,19763,10000
9400049,100,19763,3500
9400050,170,19763,5705700
9400051,110,19763,330000000
9400052,110,19763,330000000
9400053,10,17,125
9400054,10,17,125
9400055,10,17,125
9400056,10,17,125
9400057,10,17,125
9400058,10,17,125
9400059,100,17,400
9400060,100,0,150000
9400061,160,0,10000
9400062,100,0,400
9400063,10,17,125
9400064,10,17,125
9400065,10,17,125
9400066,10,17,125
9400067,10,17,125
9400068,161,19763,5705700
9400069,161,19763,5705700
9400070,10,17,125
9400071,75,17,30000
9400072,170,19763,5705700
9400073,100,0,150000
9400074,120,26,250
9400075,160,26,2100000000
9400076,160,26,2100000000
9400080,160,26,100000000
9400081,1,1,1
9400082,190,1,2000000000
9400083,190,1,2000000000
9400084,1,0,1
9400085,160,0,5674350
9400086,190,0,2000000000
9400088,100,0,50000000
9400090,10,17,140000
9400091,10,17,80000
9400092,10,17,100000
9400093,10,17,80000
9400100,166,78473,21735000
9400101,166,78473,21735000
