"id","name","level","exp","boss","HP","MP","exp_div_hp"
"9400758","Barricade","30","0","0","10000000","1000000","0.0"
"9400759","Barricade","30","0","0","10000000","1000000","0.0"
"9400760","Barricade","30","0","0","10000000","1000000","0.0"
"9400761","Barricade","30","0","0","10000000","1000000","0.0"
"9400762","Barricade","30","0","1","40000000","1000000","0.0"
"9400763","Giant Pie","5","","1","60000","6000",""
"9400764","Giant Cake","5","","1","60000","6000",""
"9400765","Cake monster","5","","0","3000","",""
"9400766","Cake monster","5","","0","3000","",""
"9400767","Cake monster","5","","0","3000","",""
"9400768","Pie monster","5","","0","3000","",""
"9400769","Pie monster","5","","0","3000","",""
"9400770","Pie monster","5","","0","3000","",""
"9400771","Cake monster","5","","0","3000","",""
"9400772","Cake monster","5","","0","3000","",""
"9400773","Cake monster","5","","0","3000","",""
"9400774","Pie monster","5","","0","3000","",""
"9400775","Pie monster","5","","0","3000","",""
"9400776","Pie monster","5","","0","3000","",""
"9400777","Cake monster","5","","0","3000","",""
"9400778","Cake monster","5","","0","3000","",""
"9400779","Cake monster","5","","0","3000","",""
"9400780","Pie monster","5","","0","3000","",""
"9400781","Pie monster","5","","0","3000","",""
"9400782","Pie monster","5","","0","3000","",""
"9400783","Cake monster","5","","0","1000","",""
"9400784","Cake monster","5","","0","1000","",""
"9400785","Cake monster","5","","0","1000","",""
"9400786","Pie monster","5","","0","1000","",""
"9400787","Pie monster","5","","0","1000","",""
"9400788","Pie monster","5","","0","1000","",""
"9400789","Barricade","30","0","0","1400000","1000000","0.0"
"9400790","Cake monster","5","","0","3000","",""
"9400791","Cake monster","5","","0","3000","",""
"9400792","Cake monster","5","","0","3000","",""
"9400793","Pie monster","5","","0","3000","",""
"9400794","Pie monster","5","","0","3000","",""
"9400795","Pie monster","5","","0","3000","",""
"9400796","Jack-o-Lantern","10","0","0","1000","1000","0.0"
"9400797","Wicked Witch of the Right-Side","70","0","1","100000","100000","0.0"
"9400798","Wicked Witch of the Right-Side","125","","1","1","100",""
"9400799","Plump Turkey","6","0","0","3000000","35","0.0"
"9400800","Legendary Black Dragon","24","50","0","495","80","0.10101010101010101"
"9400802","Galacto-Drill ","114","42440","1","1860000","3000","0.02281720430107527"
"9400803","Alien Cog","112","","0","89000","3000",""
"9400804","Alien Miner ","112","","0","89000","3000",""
"9400805","Jr. Alien Cog","110","1979","0","85000","3000","0.02328235294117647"
"9400806","Alien Cog","112","2051","0","89000","3000","0.02304494382022472"
"9400807","Jr. Alien Miner","110","1979","0","85000","3000","0.02328235294117647"
"9400808","Alien Miner","112","2051","0","89000","3000","0.02304494382022472"
"9400809","Space Cop ","110","","1","330000000","500",""
"9400810","Alien Cog ","110","","0","85000","3000",""
"9400811","Alien Miner ","110","","0","85000","3000",""
"9400812","Pie Boss","30","0","1","20000000","1000000","0.0"
"9400813","Cake Boss","30","0","1","1000000000","1000000","0.0"
"9400900","Pink Zakum","10","80","1","99000000","30000","8.080808080808081E-7"
"9400901","Pink Zakum","10","","1","88000000","35000",""
"9400902","Pink Zakum","10","80","1","110000000","40000","7.272727272727273E-7"
"9400903","Zakum's Arm 1","10","80","1","33000000","18000","2.4242424242424244E-6"
"9400904","Zakum's Arm 2","10","80","1","33000000","18000","2.4242424242424244E-6"
"9400905","Zakum's Arm 3","10","80","1","22000000","18000","3.636363636363636E-6"
"9400906","Zakum's Arm 4","10","80","1","22000000","18000","3.636363636363636E-6"
"9400907","Zakum's Arm 5","10","80","1","27500000","18000","2.9090909090909093E-6"
"9400908","Zakum's Arm 6","10","80","1","30000000","18000","2.666666666666667E-6"
"9400909","Zakum's Arm 7","10","80","1","25300000","18000","3.1620553359683794E-6"
"9400910","Zakum's Arm 8","10","80","1","25300000","18000","3.1620553359683794E-6"
"9400911","Zakum's Arm 8","10","","1","1","100",""
"9400912","was Pink bean","10","80","1","99999","50000","8.000080000800008E-4"
"9400920","Ripe Zompkin","10","1","0","999","10","0.001001001001001001"
"9400921","Unripe Zompkin","10","1","0","999","10","0.001001001001001001"
"9400922","Sophisticated Gentledead","10","1","0","19980","0","5.005005005005005E-5"
"9400923","Emperor Zombora","10","1","1","999000","999000","1.001001001001001E-6"
"9400924","Barnard Gray","10","0","0","125","10","0.0"
"9400925","Zeno","10","0","1","125","10","0.0"
"9400926","Sophisticated Gentledead","10","1","0","19980","0","5.005005005005005E-5"
"9400927","Barnard Gray","10","0","0","125","10","0.0"
"9400928","Zeno","10","0","1","125","10","0.0"
"9400929","Curbrock","31","","1","99999999","60000",""
"9400930","Curbrock","31","","1","35000","15000",""
"9400931","Curbrock","61","","1","90000","15000",""
"9400932","Cygnus","190","204000000","1","2100000000","90000","0.09714285714285714"
"9400933","Shadow Cygnus","1","1","1","1","1","1.0"
"9400934","Pink Bean","180","1","1","2100000000","50000","4.761904761904762E-10"
"9400935","Chaos Pink Bean","190","1","1","2100000000","150000","4.761904761904762E-10"
"9400936","Magnus","190","22000000","1","2000000000","100000","0.011"
"9400937","Mori Ranmaru","195","1","1","2100000000","5625000","4.761904761904762E-10"
"9400938","Pierre","190","1","1","2100000000","108000","4.761904761904762E-10"
"9400939","Pierre","120","1","1","315000000","108000","3.1746031746031745E-9"
"9400940","Von Bon","190","11122320","1","210000000","100000","0.05296342857142857"
"9400941","Von Bon","190","11122320","1","210000000","100000","0.05296342857142857"
"9400942","Vellum","190","22000000","1","210000000","64500","0.10476190476190476"
"9400943","Vellum","190","22000000","1","210000000","64500","0.10476190476190476"
"9400944","RED Pig","10","0","0","7100","1200","0.0"
"9400945","RED Cygnus Hastati","10","0","0","7100","1200","0.0"
"9400946","RED Yeti","10","0","0","7100","1200","0.0"
"9400947","Disease Control Agent","10","0","0","9","9","0.0"
"9400948","Howler","10","0","0","9","9","0.0"
"9400949","Disease Control Wagon","10","0","0","10000","9","0.0"
"9400950","Titan","10","0","0","10000","9","0.0"
"9401011","The Gleam Eyes","100","0","1","500000","40000","0.0"
"9401012","The Skull Reaper","100","0","1","430000","40000","0.0"
"9401013","The Fatal Scythe","100","0","1","380000","40000","0.0"
"9401014","Bunker Boom","10","1","1","1","1","1.0"
"9401015","Sand Clang","10","1","0","1","1","1.0"
"9401016","Sand King Clang","10","1","1","1","1","1.0"
"9401017","MysteRoid","10","1","0","1","1","1.0"
"9401018","DeetRoiEr","10","1","1","1","1","1.0"
"9401019","Castaway Monkey","10","1","0","1","1","1.0"
"9401020","Castaway Alpha","10","1","1","1","1","1.0"
"9401021","Castaway Froggie","10","1","0","1","1","1.0"
"9401022","Castaway Croaker","10","1","1","1","1","1.0"
"9401023","Castaway Venomroot","10","1","0","1","1","1.0"
"9401024","Castaway Monsteroot","10","1","0","1","1","1.0"
"9401025","Castaway Kingroot","10","1","1","1","1","1.0"
"9401026","Castaway Mutt","10","1","0","1","1","1.0"
"9401027","Castaway Scavenger","10","1","0","1","1","1.0"
"9401028","Castaway Wolf","10","1","0","1","1","1.0"
"9401029","Castaway Hog","10","1","1","1","1","1.0"
"9401030","Castaway Bat","10","1","0","1","1","1.0"
"9401031","Stray Android","10","1","1","1","1","1.0"
"9401032","Castaway Centipede","10","1","1","1","1","1.0"
"9401033","Mystery Researcher","10","1","1","1","1","1.0"
"9401034","Weak Researcher","10","1","1","1","1","1.0"
"9401035","Bunker Eye","10","1","0","1","1","1.0"
"9401040","Chaos Olivia","190","1000000","1","2000000000","1300000","5.0E-4"
"9402000","Kind Cactus","10","1","0","99999999","50000","1.00000001E-8"
"9402001","Pixie Teacher","10","10","0","125","10","0.08"
"9402002","Tino the Menance","10","10","0","125","10","0.08"
"9402003","Swift Pepe","10","10","0","125","10","0.08"
"9402004","Shrewed Sleepy Grobbler","10","10","0","125","10","0.08"
"9402005","Momma's Boy Cactus","10","10","0","125","10","0.08"
"9402006","Momma Cactus","10","10","0","125","10","0.08"
"9402007","Baby Boulder Muncher","10","10","0","125","10","0.08"
"9402008","Coy Red Flower Serpent","10","10","0","125","10","0.08"
"9402009","Crybaby Chronos","10","10","0","125","10","0.08"
"9402010","Healthy Baby Balrog","10","10","0","125","10","0.08"
"9402011","Scared Chief Stan","10","","1","125","10",""
"9402012","Scared Mrs. Ming Ming","10","","1","125","10",""
"9402013","Scared Camila","10","","1","125","10",""
"9402014","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402015","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402016","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402017","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402018","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402019","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402020","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402021","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402022","Demon Messenger","33","86","0","2400","200","0.035833333333333335"
"9402023","BUS","10","17","1","100000","10","1.7E-4"
"9402024","Cygnus Water Warrior","10","","0","1","1",""
"9402025","Resistance Security Guard","110","","1","330000000","500",""
"9402026","Cygnus Security Guard","110","","1","330000000","500",""
"9402027","Resistance Water Warrior","1","","0","1","",""
"9402028","Elex","10","100","0","10","500","10.0"
"9402029","Black Jack","10","100","0","10","500","10.0"
"9402030","Belle","10","100","0","10","500","10.0"
"9402031","Checky","10","100","0","10","500","10.0"
"9402032","Brighton","10","100","0","10","500","10.0"
"9402033","Claudine","10","100","0","10","500","10.0"
"9402034","Oz","10","100","0","10","500","10.0"
"9402035","Hawkeye","10","100","0","10","500","10.0"
"9402036","Irena","10","100","0","10","500","10.0"
"9402037","Eckhart","10","100","0","10","500","10.0"
"9402038","Mihile","10","","0","10","500",""
"9402039","Neinheart","10","100","0","10","500","10.0"
"9402040","Cygnus Water Warrior","10","","0","1","1",""
"9402041","Cygnus Water Warrior","10","","0","1","1",""
"9402042","Wandering Ghost","10","100","0","125","10","0.8"
"9402043","Black Wing Remnants","10","100","0","125","10","0.8"
"9402044","Black Wing Remnants","10","100","0","125","10","0.8"
"9402045","Food Thief Moustrosity","75","10","0","1000","1000","0.01"
"9402046","Treasure Thief Moustrosity","75","10","0","1000","1000","0.01"
"9402047","Rampike","75","10","0","1000","1000","0.01"
"9402048","Raven","75","10","0","1000","1000","0.01"
"9402049","Horrid Deathbeast","75","10","0","1000","1000","0.01"
"9402050","Papercraft Menace","75","10","0","1000","1000","0.01"
"9402051","Papercraft Horror","75","10","0","1000","1000","0.01"
"9402052","Mushroom Marauder","75","10","0","1000","1000","0.01"
"9402053","Battle Balrog","75","10","0","1000","1000","0.01"
"9402054","Ribbon Pig","75","17","0","125","10","0.136"
"9402055","Fashionable Balrog","75","10","0","125","10","0.08"
"9402056","밤의 용사 버섯","75","10","0","125","10","0.08"
"9402057","밤의 용사 발록","75","10","0","125","10","0.08"
"9402058","Grumpy Tome","10","17","0","125","10","0.136"
"9402059","Raging Tome","10","17","0","125","10","0.136"
"9402060","Orange Mushroom","10","17","0","125","10","0.136"
"9402061","Knife Noodle","10","17","0","125","10","0.136"
"9402062","Syrup Baron","10","17","0","125","10","0.136"
"9402063","Garbage Pile","10","17","0","125","10","0.136"
"9402064","Trash Can","10","17","1","125","10","0.136"
"9402065","Beodog","10","10","0","125","10","0.08"
"9402066","Vulcanelli","10","10","0","125","10","0.08"
"9402067","Reubenhood","10","10","0","125","10","0.08"
"9402068","Arsan Lupen","10","10","0","125","10","0.08"
"9402069","Edgar Tetch","10","10","0","125","10","0.08"
"9402070","Yellow Mage","10","10","0","125","10","0.08"
"9402071","Suspicious Bush","33","","0","500","",""
"9402072","Suspicious Bush","33","","0","500","",""
"9402073","Suspicious Bush","33","","0","500","",""
"9402074","Suspicious Bush","33","","0","2000","",""
"9402075","Suspicious Bush","33","","0","500","",""
"9402080","Snow Rabbit","33","0","1","9999","99","0.0"
"9402081","Snowball","33","0","1","9999","99","0.0"
"9402082","Snow Foot","33","0","1","9999","99","0.0"
"9402083","Scalding Snow","33","0","1","9999","99","0.0"
"9402084","Ice Cow","33","0","1","19998","4000","0.0"
"9402085","Ice Skeleton","33","0","1","19998","25000","0.0"
"9402086","Ice Spearman Skeleknight","33","0","1","19998","25000","0.0"
"9402087","Ice Eagle","33","0","1","19998","25000","0.0"
"9402088","Ice Pepe Siblings","33","0","1","19998","99","0.0"
"9402089","Ice Nependeath","33","112","1","9999","450","0.0112011201120112"
"9402090","Fogo Azul","33","0","1","29970","99","0.0"
"9402091","Black Annis","33","0","1","29970","50000","0.0"
"9402092","Rimos","33","0","1","29970","50000","0.0"
"9402093","Jack","33","0","1","2997","50000","0.0"
"9402094","Mistress of Ice","33","0","1","29970","50000","0.0"
"9402095","White Dragon","33","0","1","29970","1500","0.0"
"9402096","Krampus","33","0","1","29970","50000","0.0"
"9402097","Snow","33","0","1","1","1","0.0"
"9402098","Snow","33","0","1","1","1","0.0"
"9402099","Snow","33","0","1","1","1","0.0"
"9402100","Snow","33","0","1","1","1","0.0"
"9402101","Ice Cow","33","0","0","1","1","0.0"
"9402102","Ice Skeleton","33","0","0","1","1","0.0"
"9402103","Ice Spearman Skeleknight","33","0","0","1","1","0.0"
"9402104","Ice Eagle","33","0","0","1","1","0.0"
"9402105","Black Annis","33","0","1","1","1","0.0"
"9402106","Snow Rabbit","33","0","1","9999","99","0.0"
"9402107","Snowball","33","0","1","9999","99","0.0"
"9402108","Snow Foot","33","0","1","9999","99","0.0"
"9402109","Scalding Snow","33","0","1","9999","99","0.0"
"9402110","Inverno","33","","1","1619775","4000",""
"9402111","Inverno","33","","1","1619775","4000",""
"9402112","Icicle","33","","1","1619775","4000",""
"9402113","Icicle","33","","1","1619775","4000",""
"9402114","Icicle","33","","1","1619775","4000",""
"9402115","Ice Nependeath","33","112","0","2400","450","0.04666666666666667"
"9402116","Snow Rabbit","33","0","1","9999","99","0.0"
"9402117","Snowball","33","0","1","9999","99","0.0"
"9402118","Snow Foot","33","0","1","9999","99","0.0"
"9402119","Scalding Snow","33","0","1","9999","99","0.0"
"9402120","Inverno","33","0","1","1","1","0.0"
"9402128","Valentine Skill Helper 0","190","","1","2000000000","100000",""
"9402129","Rescued Kenshin","33","100","0","100","","1.0"
"9402130","Innocent Dark Choco","33","100","0","100","","1.0"
"9402131","Grumpy Almond Choco","33","100","0","100","","1.0"
"9402132","Awkward Truffle Choco","33","100","0","100","","1.0"
"9402133","Chocoholic King Slime","10","0","1","10","0","0.0"
"9402134","Chocoholic Mushmom","10","0","1","10","0","0.0"
"9402135","Chocophobic Kanetsugu","1","","1","3000","3000",""
"9402136","Choco-coated Kenshin","33","100","0","100","","1.0"
"9402137","Choco-wakened Nue","33","1","1","2000000000","100000","5.0E-10"
"9402138","Valentine Skill Helper 1","190","","1","2000000000","100000",""
"9402139","Valentine Skill Helper 2","1","1","1","1","9000","1.0"
"9402140","Valentine Skill Helper 3","190","","1","2000000000","100000",""
"9402141","Ravenous Pig","33","10","0","125","10","0.08"
"9402142","Starving Bear","33","10","0","125","10","0.08"
"9402143","Voracious Bird","33","10","0","125","10","0.08"
"9402144","Famished Goat","33","10","0","125","10","0.08"
"9402145","Bread-filled Picnic Basket","10","","1","125","10",""
"9402146","Organic Fruit","10","","1","125","10",""
"9402147","100% Pure Fruit Juice","10","","1","125","10",""
"9402148","Double Dodo","90","5200","0","220000","3000","0.023636363636363636"
"9402149","Birkhog","140","6328","0","1134300","8000","0.005578771048223574"
"9402150","Bananabeetle","17","30","0","300","40","0.1"
"9402151","Nepengolem","103","1789","0","150520","3000","0.011885463725750731"
"9402152","Thorn Trap 1","250","1","1","999999999","","1.000000001E-9"
"9402153","Thorn Trap 2","250","1","1","999999999","","1.000000001E-9"
"9402154","Spinning Saw (Right)","250","1","1","999999999","","1.000000001E-9"
"9402155","Spinning Saw (Left)","250","1","1","999999999","","1.000000001E-9"
"9402156","Swinging Hammer 1 (Right)","250","1","1","999999999","","1.000000001E-9"
"9402157","Swinging Hammer 2 (Left)","250","1","1","999999999","","1.000000001E-9"
"9402158","Fast Spinning Saw (Right)","250","1","1","999999999","","1.000000001E-9"
"9402159","Swinging Hammer 3 (Left)","250","1","1","999999999","","1.000000001E-9"
"9402160","Spinning Saw 3_Right","250","1","1","999999999","","1.000000001E-9"
"9402161","Spinning Saw 3_2x Speed Right","250","1","1","999999999","","1.000000001E-9"
"9402170","Dangerous Rocket","10","0","1","499999999","0","0.0"
"9402171","Dangerous Rocket","10","0","1","499999999","0","0.0"
"9402172","Dangerous Rocket","10","0","1","499999999","0","0.0"
"9402173","Dangerous Rocket","10","0","1","499999999","0","0.0"
"9402174","Dangerous Rocket","10","0","1","499999999","0","0.0"
"9402175","Aspire Security Guard","1","17","0","125","10","0.136"
"9402176","Aspire Engineer","1","17","0","125","10","0.136"
"9402177","Camkitten","1","17","0","125","10","0.136"
"9402178","No.1073","33","17","0","125","10","0.136"
"9402179","Guardroid Model 13","33","17","0","125","10","0.136"
"9402180","Guardroid Model 6","33","17","0","125","10","0.136"
"9402181","Guardroid Model 82","33","17","0","125","10","0.136"
"9402182","Scion","33","0","1","35","20","0.0"
"9402183","Scion","33","0","1","35","20","0.0"
"9402184","Aspire Security Guard","1","1","0","30","20","0.03333333333333333"
"9402185","Aspire Engineer","1","1","0","35","20","0.02857142857142857"
"9402186","Camkitten","1","1","0","35","20","0.02857142857142857"
"9402187","Guardroid Model 13","1","1","0","35","20","0.02857142857142857"
"9402188","Aspire Security Guard","1","1","0","30","20","0.03333333333333333"
"9402190","Cuddly Churmble","33","0","0","822500","60000","0.0"
"9402191","Beefy Churmble","33","0","0","2350000","60000","0.0"
"9402192","Flappy Churmble","33","0","0","1645000","60000","0.0"
"9402193","Toddling Churmble","33","0","0","2350000","60000","0.0"
"9402194","Atlassian Crab","33","0","0","3877500","60000","0.0"
"9402195","Atlassian Terror Crab","33","0","0","3877500","60000","0.0"
"9402196","Snap Crystal","33","","0","999999999","999999999",""
"9402197","Elunite Elemental","33","0","1","1470000000","999999999","0.0"
"9402198","Golem Minion","33","0","0","1645000","60000","0.0"
"9402199","Deadly Biteysnek","33","0","0","4700000","60000","0.0"
"9402200","Cuddly Churmble","33","0","0","822500","60000","0.0"
"9402201","Beefy Churmble","33","0","0","2350000","60000","0.0"
"9402202","Flappy Churmble","33","0","0","1645000","60000","0.0"
"9402203","Toddling Churmble","33","0","0","2350000","60000","0.0"
"9402204","Geyser","1","","1","50000","50000",""
"9402205","Inactive Obelisk","1","","1","50000","50000",""
"9402206","Snap Crystal","33","","1","100000","45000",""
"9402207","Elunarium Deposit","10","0","1","500000000","0","0.0"
"9402208","Golem Minion","33","0","0","1645000","60000","0.0"
"9402209","Challenge Horntail","110","1","1","50","43000","0.02"
"9402210","Von Leon","1","","1","40000","",""
"9402211","Von Leon","115","1000000","1","140000000","1500000","0.007142857142857143"
"9402212","Deadly Biteysnek","33","0","0","7050000","60000","0.0"
"9402216","Cuddly Churmble","33","0","0","822500","60000","0.0"
"9402217","Beefy Churmble","33","0","0","2350000","60000","0.0"
"9402218","Flappy Churmble","33","0","0","1645000","60000","0.0"
"9402219","Toddling Churmble","33","0","0","2350000","60000","0.0"
"9402220","Cuddly Churmble","33","0","0","822500","60000","0.0"
"9402221","Beefy Churmble","33","0","0","2350000","60000","0.0"
"9402222","Flappy Churmble","33","0","0","1645000","60000","0.0"
"9402223","Toddling Churmble","33","0","0","2350000","60000","0.0"
"9402224","Snap Crystal","33","","0","999999999","999999999",""
"9402225","Combat Mushroom","75","10","0","1000","1000","0.01"
"9402226","Thief Crow","30","1","0","1000","1000","0.001"
"9402227","Furious Gourdon Ritzy","33","7062","0","200","8000","35.31"
"9402228","Pepe","33","","0","453600","3000",""
"9402229","Yeti","33","","0","406890","3000",""
"9402340","4th Angel","10","0","0","1000000","10","0.0"
"9409011","Wild Monkey","120","2910","0","105000","3000","0.027714285714285716"
"9409012","Mama Monkey","112","2563","0","89000","3000","0.028797752808988764"
"9409013","White Baby Monkey","104","2194","0","73000","3000","0.030054794520547944"
"9409014","White Mama Monkey","96","1800","0","57000","2800","0.031578947368421054"
"9409015","Blue Goblin","86","1264","0","37000","2400","0.03416216216216216"
"9409016","Red Goblin","78","793","0","21000","2000","0.03776190476190476"
"9409017","Strong Stone Goblin","70","444","0","10000","1500","0.0444"
"9409018","Ravana","140","1","1","8000000","60000","1.25E-7"
"9409019","Red Mask","15","","0","6000000","20",""
"9409020","Zombuddy","15","","0","6000000","20",""
"9409021","Bully","15","","0","6000000","20",""
"9410000","Stray Dog","23","40","0","465","80","0.08602150537634409"
"9410001","Stylish Stray Dog","25","46","0","525","80","0.08761904761904762"
"9410002","Angry Stray Dog","42","103","0","2100","450","0.04904761904761905"
"9410003","Clown Monkey","40","96","0","1900","300","0.05052631578947368"
"9410004","Biker Monkey","47","119","0","2640","600","0.045075757575757575"
"9410005","Red Bubble Tea","38","89","0","1700","300","0.05235294117647059"
"9410006","Yellow Bubble Tea","38","89","0","1700","300","0.05235294117647059"
"9410007","Green Bubble Tea","38","89","0","1700","300","0.05235294117647059"
"9410008","Yeti UFO Catcher","50","130","0","3000","800","0.043333333333333335"
"9410009","Yeti Doll","36","83","0","1500","300","0.05533333333333333"
"9410010","Jr. Pepe UFO Catcher","50","130","0","3000","800","0.043333333333333335"
"9410011","Jr. Pepe Doll","36","83","0","1500","300","0.05533333333333333"
"9410012","UFO Catcher","60","","0","5500","1000",""
"9410013","Doll Vending Machine","60","194","0","5500","1000","0.035272727272727275"
"9410014","Snack Bar","85","","0","35000","2200",""
"9410015","Snack Bar","85","4230","1","230000","1000","0.018391304347826088"
"9410147","Frostbitten Jiangshi","1","","0","1","1",""
"9410148","Roasted Jiangshi","1","","0","1","1",""
"9410149","Toxic Jiangshi","1","","0","1","1",""
"9410150","Shocking Jiangshi","1","","0","1","1",""
"9410151","Cursed Jiangshi","1","","0","1","1",""
"9410156","Terracotta Bowman","10","17","0","125","10","0.136"
"9410157","Terracotta Spearman","10","17","0","125","10","0.136"
"9410158","Terracotta Swordsman","10","17","0","125","10","0.136"
"9410159","Terracotta Crossbowman","10","17","0","125","10","0.136"
"9410161","Terracotta General","10","17","0","125","10","0.136"
"9410165","Joe Joe","1","1","1","1","1","1.0"
"9410166","Hermonniny","1","1","1","1","1","1.0"
"9410167","Little Dragon","1","1","1","1","1","1.0"
"9410168","Ika","1","1","1","1","1","1.0"
"9410169","School Nurse","1","","1","1","1",""
"9410170","School Nurse","1","","1","1","1",""
"9410171","Boss Kumi","1","","1","1","1",""
"9410172","Ms. Kitano","1","","1","1","1",""
"9410173","Joe Joe","1","","1","1","1",""
"9410174","Hermonniny","1","","1","1","1",""
"9410175","Little Dragon","1","","1","1","1",""
"9410176","Ika","1","","1","1","1",""
"9410177","Dark Lord","1","","1","1","1",""
"9410178","Grendel the Really Old","1","","1","1","1",""
"9410179","Mu Gong","1","","1","1","1",""
"9410180","Postulates with Balrog","1","","1","1","1",""
"9410181","Athena Pierce","1","","1","1","1",""
"9410182","Kyrin","1","","1","1","1",""
"9410183","Geese","1","","1","1","1",""
"9410184","Busker","1","","1","1","1",""
"9410185","StageCheck","1","","0","10000000","",""
"9410186","School Nurse","1","","1","1","1",""
"9410187","Bellflower Root","1","","0","1","1",""
"9410188","Sr. Bellflower Root","1","","0","1","1",""
"9410189","Ginseng Jar","1","","0","1","1",""
"9410190","Assassin","1","","0","1","1",""
"9410191","Joe Joe","1","1","1","1","1","1.0"
"9410192","Hermonniny","1","1","1","1","1","1.0"
"9410193","Little Dragon","1","1","1","1","1","1.0"
"9410194","Ika","1","1","1","1","1","1.0"
"9410198","Captain Finger","1","1","1","1","1","1.0"
"9410199","Jin","10","","1","1","1",""
"9410200","Jack","10","","1","1","1",""
"9410201","Mihile","10","","1","1","1",""
"9410202","Oz","10","","1","1","1",""
"9410203","Irena","10","","1","1","1",""
"9410204","Eckhart","10","","1","1","1",""
"9410205","Hawkeye","10","","1","1","1",""
"9410206","Lana","10","","1","1","1",""
"9410207","Jayna","10","","1","1","1",""
"9410208","Amazoness","10","","1","1","1",""
"9410209","Ocean","10","","1","1","1",""
"9410210","Blake","10","","1","1","1",""
"9410211","Asur","10","","1","1","1",""
"9410212","Punky","10","","1","1","1",""
"9410213","Lucifer","10","","1","1","1",""
"9410214","Luca","10","","1","1","1",""
"9410215","Belle","10","","1","1","1",""
"9410216","Aiden","10","","1","1","1",""
"9410217","Victory Checker","1","","0","10000000","",""
"9410218","Hayato","10","","1","1","1",""
"9410219","Kanna","10","","1","1","1",""
"9410248","Mori Ranmaru","10","","1","1","1",""
"9410543","Wild Hedgehog","60","13","0","6000","800","0.0021666666666666666"
"9410544","Mean Hedgehog","35","79","0","1400","200","0.056428571428571425"
"9410545","Pretty Bear","1","10","0","10","10","1.0"
"9410546","Wild Rolling Hedgehog","1","10","0","10","10","1.0"
"9410547","Mean Rolling Hedgehog","35","79","0","1400","200","0.056428571428571425"
"9410548","Mutant Rolling Hedgehog","1","10","0","10","10","1.0"
"9410549","Cute Bear","152","4004","0","250000","12000","0.016016"
"9410550","Pretty Bear","35","79","0","1400","200","0.056428571428571425"
"9410551","Mutant Hedgehog","1","10","0","10","10","1.0"
"9410552","Bomber","1","10","0","250000","","4.0E-5"
"9410555","Big Bomber","1","10","0","500000","10","2.0E-5"
"9410556","Flame Wand","1","10","0","500000","10","2.0E-5"
"9410557","Blast Band","1","10","0","500000","10","2.0E-5"
"9410558","Tree Fairy","1","10","0","10","10","1.0"
"9410559","Tree Fairy","1","","0","10","10",""
"9410560","Shao","105","10","1","1875000","10000000","5.333333333333334E-6"
"9410561","Bomber","100","10","0","5000","10","0.002"
"9410562","Big Bomber","1","10","0","500000","10","2.0E-5"
"9410563","Tree Fairy","1","","0","10","10",""
"9410625","Mean Hedgehog","60","194","0","5500","1000","0.035272727272727275"
"9410626","Mean Rolling Hedgehog","60","194","0","5500","1000","0.035272727272727275"
"9410627","Pretty Bear","60","194","0","5500","1000","0.035272727272727275"
"9410628","Mean Hedgehog","85","966","0","35000","2200","0.0276"
"9410629","Mean Rolling Hedgehog","85","966","0","35000","2200","0.0276"
"9410630","Pretty Bear","85","966","0","35000","2200","0.0276"
"9410631","Mean Hedgehog","105","1914","0","75000","3000","0.02552"
"9410632","Mean Rolling Hedgehog","105","1914","0","75000","3000","0.02552"
"9410633","Pretty Bear","105","1914","0","75000","3000","0.02552"
"9410634","Mean Hedgehog","130","4996","0","135000","4000","0.037007407407407406"
"9410635","Mean Rolling Hedgehog","130","4996","0","135000","4000","0.037007407407407406"
"9410636","Pretty Bear","130","4996","0","135000","4000","0.037007407407407406"
"9410637","Mean Hedgehog","155","12325","0","280000","12000","0.04401785714285714"
"9410638","Mean Rolling Hedgehog","155","12325","0","280000","12000","0.04401785714285714"
"9410639","Pretty Bear","155","12325","0","280000","12000","0.04401785714285714"
"9410640","Mean Hedgehog","180","27574","0","530000","20000","0.052026415094339626"
"9410641","Mean Rolling Hedgehog","180","27574","0","530000","20000","0.052026415094339626"
"9410642","Pretty Bear","180","27574","0","530000","20000","0.052026415094339626"
"9410801","Omega Tutu","200","0","1","10000000","25000","0.0"
"9410802","Red Baby Tutu","110","","1","330000000","500",""
"9410803","Red Baby Tutu","110","","1","330000000","500",""
"9410804","Red Baby Tutu","110","","1","330000000","500",""
"9410805","Red Baby Tutu","110","","1","330000000","500",""
"9410806","Purple Baby Tutu","110","","1","330000000","500",""
"9410807","Photon","50","900","1","135000","100000","0.006666666666666667"
"9410808","Photon","50","900","1","135000","100000","0.006666666666666667"
"9410809","Photon","50","900","1","135000","100000","0.006666666666666667"
"9410810","Green Baby Tutu","110","","1","330000000","500",""
"9410811","Omega Tutu","200","0","1","10000000","25000","0.0"
"9410812","Red Baby Tutu","110","","1","330000000","500",""
"9410813","Red Baby Tutu","110","","1","330000000","500",""
