id,name,level,exp,hp
9450060,Eight Trigrams of Power,150,42150,500000
9450061,Eight Trigrams of Power,150,42150,500000
9450062,Mikagami,160,1480000,5000
9450063,Renka ,160,2960000,40000000
9450064,Oura Shogun,160,4440000,35000000
9450065,Miroku,160,5920000,30000000
9450066,Princess No,160,14800000,50000000
9450067,Oda Spirit Walker,150,42150,5000
9450068,Oda Spirit Walker,150,42150,5000
9450069,Oda Spirit Walker,150,42150,5000
9450070,Oda Spirit Walker,150,42150,5000
9450071,Oda Spirit Walker,150,42150,10000
9460022,7m Titan,10,1650,100
9460023,7m Titan,10,1650,100
9460024,15m Titan,10,1650,100
9460025,15m Titan,10,1650,100
9460026,Colossal Titan,190,0,10
9460028,Hungry Sasha,250,0,500000
9460029,15m Titan,10,0,100
9460030,Colossal Titan,10,0,100
9460031,Colossal Titan,10,0,2000000000
9460032,15m Titan,10,1650,100
9460033,Mock Titan,65,1650,700000
9460034,Mock Titan,65,1650,700000
9460035,Mock Titan,65,1650,700000
9460036,Mock Titan,65,1650,700000
9460037,Mock Titan,65,1650,700000
9460038,Mock Titan,65,1650,700000
9480000,Raptor,10,1,1
9480001,White Rhino,10,1,1
9480002,White Mosquito,10,1,1
9480003,SteamBot,10,1,1
9480004,Helmsman Gorilla,10,1,1
9480005,Navigator Otter,10,1,1
9480006,Lookout Parrot,10,1,1
9480010,Mano ,100,1250000,600000000
9480011,Mushmom,120,2500000,900000000
9480012,Stumpy,140,5000000,1200000000
9480013,Dyle,160,8000000,1500000000
9480014,Faust,180,20000000,1800000000
9480015,Zombie Mushmom,200,30000000,2100000000
9480019,Black Bear Swordsman,1,1,1
9480020,White Tiger Swordsman,1,1,1
9480021,Eagle Swordsman,1,1,1
9480022,Male Thief,1,1,1
9480023,Female Thief,1,1,1
9480024,Mini Gold Martial Artist,1,1,1
9480025,Mini Bronze Martial Artist,1,1,1
9480026,Golden Giant,1,1,1
9480027,Silver Giant,1,1,1
9480028,Bronze Staffman,1,1,1
9480029,Silver Spearman,1,1,1
9480030,Martial Artist,1,1,1
9480031,Stray Dog,1,1,1
9480032,Stylish Stray Dog,1,1,1
9480033,Angry Stray Dog,1,1,1
9480034,Clown Monkey,1,1,1
9480035,Biker Monkey,1,1,1
9480036,Yeti UFO Catcher,1,1,1
9480037,Yeti Doll,1,1,1
9480038,Jr. Pepe UFO Catcher,1,1,1
9480039,Jr. Pepe Doll,1,1,1
9480040,UFO Catcher,1,1,1
9480041,Doll Vending Machine,1,1,1
9480042,Snack Bar,1,1,1
9480043,Snack Bar,1,1,1
9480044,Stopnow,1,1,1
9480045,Freezer,1,1,1
9480046,Biner,1,1,1
9480047,Nospeed,1,1,1
9480048,Trucker,1,1,1
9480049,Capt. Latanica,1,1,1
9480050,Berserkie,1,1,1
9480051,Veetron,1,1,1
9480052,Bacal,1,1,1
9480053,Emo Slime,1,1,1
9480054,Dark Fission,1,1,1
9480055,Oly Oly,1,1,1
9480056,Rodeo,1,1,1
9480057,Charmer,1,1,1
9480058,Scaredy Scarlion,1,1,1
9480059,Ratatula,1,1,1
9480060,Jester Scarlion,1,1,1
9480061,Froscola,1,1,1
9480062,Yabber Doo,1,1,1
9480063,Booper Scarlion,1,1,1
9480064,Vikerola,1,1,1
9480065,Gallopera,1,1,1
9480066,Targa,1,1,1
9480067,Angry Targa,1,1,1
9480068,Furious Targa,1,1,1
9480069,Scarlion Boss,1,1,1
9480070,Angry Scarlion Boss,1,1,1
9480071,Furious Scarlion Boss,1,1,1
9480072,Extra A,1,1,1
9480073,Extra B,1,1,1
9480074,Extra C,1,1,1
9480075,Extra D,1,1,1
9480076,Leader A,1,1,1
9480077,Leader B,1,1,1
9480078,Bodyguard A,1,1,1
9480079,Bodyguard B,1,1,1
9480080,Male Boss A,1,1,1
9480081,Female Boss,1,1,1
9480082,The Boss,1,1,1
9480083,Giant Tomato,1,1,1
9480084,Drunken Ribbon Pig,1,1,1
9480085,Drunken Blue Mushroom,1,1,1
9480086,Drunken Evil Eye,1,1,1
9480087,Beef Eater,1,1,1
9480088,Guy Fawkes,1,1,1
9480089,Jr. Guy Fawkes,1,1,1
9480090,Red Ribbon Pig,1,1,1
9480091,Red the Grumpy,1,1,1
9480092,Green the Smelly,1,1,1
9480093,Blue the Dopey,1,1,1
9480094,Drunken Slime,1,1,1
9480095,Drunken Lupin,1,1,1
9480096,Toad,1,1,1
9480097,Frog,1,1,1
9480098,Python,1,1,1
9480099,Red Lizard,1,1,1
9480100,Yellow Lizard,1,1,1
9480101,Wild Monkey,1,1,1
9480102,Mama Monkey,1,1,1
9480103,White Baby Monkey,1,1,1
9480104,White Mama Monkey,1,1,1
9480105,Blue Goblin,1,1,1
9480106,Red Goblin,1,1,1
9480107,Strong Stone Goblin,1,1,1
9480108,Ravana,1,1,1
9480109,Chief Research Mechanic,1,1,1
9480110,Blue Dragon Turtle,30,0,2997
9480111,Red Dragon Turtle,30,0,2997
9480112,Lyka,30,0,99900
9480113,Krappy,30,0,2997
9480114,Flower Fish,30,0,2997
9480115,Tortie,30,0,2997
9480116,Mantis,30,0,2997
9480117,Amethyst Tokka,30,0,2997
9480118,Burning Anxiety,30,0,2997
9480119,Lupin,30,0,2997
9480120,Starbound Curse Eye,30,0,2997
9480121,Starbound Oniony,30,0,2997
9480122,Starbound Beetle,30,0,2997
9480123,Starbound Harp,30,0,2997
9480124,Starbound Rabbit,30,0,2997
9480125,Starbound Green Hobi,30,0,2997
9480126,Starbound White Fang,30,0,2997
9480127,Starbound Hankie,30,0,2997
9480128,Griffey,30,0,2997
9480129,Polluted Rock Spirit,30,0,2997
9480131,Edelstein Bunny,1,1,1
9480132,Wild Sprout,1,1,1
9480133,Wild Morning Glory,1,1,1
9480134,Streetlight Bird,1,1,1
9480135,Baby Boulder,1,1,1
9480136,Solo Muncher,1,1,1
9480137,Little Boulder,1,1,1
9480138,Mega Muncher,1,1,1
9480139,Bluebot,1,1,1
9480140,Miss Handy,1,1,1
9480141,Grape Juice Bottle,1,1,1
9480142,Strange Sign,1,1,1
9480143,Serpent,1,1,1
9480144,Water Thief Monster,1,1,1
9480145,Dust Box,1,1,1
9480146,Big Spider,1,1,1
9480147,Ore Muncher,1,1,1
9480148,Safety First,1,1,1
9480149,Heaven,1,1,1
9480150,Pixiemom,30,0,1
9480151,Papa Pixie,30,0,1
9480152,Glassie,10,0,125
9480153,Bookie,30,121,4560
9480154,Sun,30,121,4560
9480155,Rain,30,121,4560
9480156,Rainbow,30,121,4560
9480157,Snow,30,121,4560
9480158,Lightning,30,121,4560
9480159,Wind,30,121,4560
9480160,Sun Pixie,30,121,4560
9480161,Rain Pixie,30,121,4560
9480162,Rainbow Pixie,30,121,4560
9480163,Snow Pixie,30,121,4560
9480164,Lightning Pixie,30,121,4560
9480165,Wind Pixie,30,121,4560
9480234,Ikura,10,0,50505000
9480235,Atilla,110,164900,46750000
9480236,Aragami,110,164900,42500000
9480237,Butcher,110,164900,51000000
9480238,Asura,120,194000,52500000
9480239,Khan,120,194000,78750000
9480240,Infernal Rider,120,1940,105000
9480241,Infernal Rager,110,1978,85000
9480242,Infernal Nuisance,110,1978,85000
9480243,Infernal Taker,110,1978,170000
9480244,Infernal Plagued,110,2473,85000
9480245,Infernal Madman,115,2156,95000
9480246,Infernal Swindler,115,2156,475000
9480247,Infernal Miser,115,2156,950000
9480248,Rager,100,1600,65000
9480249,Nuisance,100,1600,65000
9480250,Taker,100,1600,130000
9480251,Plagued,100,2001,65000
9480252,Madman,105,1794,75000
9480253,Swindler,105,1794,375000
9480254,Miser,105,1794,750000
9480255,Homecoming Queen Bee,10,0,50505000
9480256,Model Skull,10,1,1
9480257,Anatomy Model,10,1,1
9480258,Metal Safe,10,1,1
9480259,Dr. Cosi,10,1,1
9480260,Nurse,10,1,1
9480261,Orderly,10,1,1
9480262,Maple Forest Raccoon,85,966,900
9480263,Maple Forest Teddy Bear,1,966,1
9480264,Maple Forest Ursa,130,124900,17111250
9480265,Problem Patient,10,1,1
9480266,Vent Spider,10,1,1
9480267,Red Vent Spider,10,1,1
9480268,Giant Vent Spider,10,1,1
9480269,Vent Mosquito,10,1,1
9480270,Ruins Venomroot,10,1,1
9480271,Ruins Monsteroot,10,1,1
9480272,Ruins Kingroot,10,1,1
9480273,Ruins Bat,10,1,1
9480274,Sparrow,1,1,1
9480275,Palm Tree Slime,1,1,1
9480276,Violet Clam Slime,1,1,1
9480277,Savage Seashell Octopus Slime,1,1,1
9480278,Krip,1,1,1
9480279,Flying Fish Slime,1,1,1
9480280,Coconut Slime,1,1,1
9480281,Ribbon Pig,1,1,1
9480282,Portly Pig,1,1,1
9480283,Chunky Snail,1,1,1
9480284,Orange Mushroom,1,1,1
9480285,Grape Juice Bottle,1,1,1
9480286,Potted Sprout,1,1,1
9480287,Jellyfish,1,1,1
9480288,Cool Jellyfish,1,1,1
9480289,Sr. Bellflower Root,1,1,1
9480290,Ice Piece,1,1,1
9480291,Potted Morning Glory,1,10,1
9480292,Knife Noodle,1,1,1
9480293,Bellflower Root,1,1,1
9480294,Bubble Fish,1,1,1
9480295,Cherry Bubble Tea,1,1,1
9480296,Syrup Baron,1,1,1
9480297,Anti-fan's Egg,1,1,1
9480298,Yellow Eggy Popp,1,1,1
9480299,Pie monster,1,1,1
9480300,Starbound Oniony,1,1,1
9480301,Ice Cream,1,1,1
9480302,Potato Chip,1,1,1
9480303,Hot Dog,1,1,1
9480304,Humbugger,10,64640,10000000
9480305,Humbugger,10,64640,10000000
9480307,Humbugger,10,64640,10000000
9480308,Humbugger,10,64640,10000000
9480309,Humbugger,10,64640,10000000
9480316,Typhon,10,17,125
9480317,Crimson Tree,10,17,125
9480318,Lukan,10,17,125
9480319,Bug,10,17,125
9480320,Blood Stirge,10,17,125
9480321,Black Bird,10,17,125
9480322,Jungle Leopard,10,17,125
9480323,Jungle Monkey,10,17,125
9480324,Krakian Warrior,10,17,125
9480325,Krakian Bowman,10,17,125
9480326,Dr. Jang's Ultimate Weapon,105,22000000,1875000
9480327,Windraider,10,17,125
9480328,Firebrand,10,17,125
9480329,Firebrand,10,17,125
9480330,Nightshadow,10,17,125
9480331,Stormbreaker,10,17,125
9480332,Crimson Guardian,10,17,125
9500000,Making a wish to full moon,1,17,100000
9500001,Making a wish to the full moon,1,17,100000
9500002,Making a wish to the full moon,1,17,100000
9500003,Making a wish to the full moon,1,17,100000
9500004,Making a wish to the full moon,1,17,100000
9500005,Making a wish to the full moon,1,17,100000
9500006,Gigantic Boy Moon Bunny,30,0,3000000
9500007,Gigantic Girl Moon Bunny,30,0,3000000
9500008,Invisible Gigantic Moon Bunny,1,0,1
9500100,Slime,6,10,65
9500101,Pig,7,12,80
9500102,Orange Mushroom,8,13,95
9500103,Bubbling,15,26,250
9500104,Octopus,12,21,175
9500105,Green Mushroom,15,26,250
9500106,Horny Mushroom,22,39,435
9500107,Drumming Bunny,30,60,900
9500108,Ligator,32,68,1100
9500109,Ratz,32,68,1100
9500110,Star Pixie,35,79,1400
9500111,Jr. Wraith,35,79,1400
9500112,Jr. Pepe,35,79,1400
9500113,Panda Teddy,36,83,1500
9500114,King Blockpus,38,89,1700
9500115,Lorang,37,86,1600
9500116,Zombie Lupin,40,96,1900
9500117,Helly,36,83,1500
9500118,Tweeter,39,93,1800
9500119,Toy Trojan,39,93,1800
9500120,King Block Golem,45,112,2400
9500121,Wraith,112,1709,89000
9500122,Chief Gray,49,126,2880
9500123,Mixed Golem,59,187,5200
9500124,Mushmom,60,1200,20000
9500125,Red Drake,60,194,5500
9500126,Ice Drake,64,232,7100
9500127,Master Soul Teddy,67,263,8500
9500128,Dark Yeti,68,274,9000
9500129,Taurospear,70,296,10000
9500130,Blue King Goblin,70,400,25000
9500131,Lucida,73,361,13000
9500132,Werewolf,75,403,15000
9500133,Yeti and Pepe,78,403,21000
9500134,Lycanthrope,80,610,25000
9500135,Death Teddy,85,805,35000
9500136,Gigantic Viking,98,1268,61000
9500137,G. Phantom Watch,95,1166,55000
9500138,Bain,90,990,45000
9500139,Jr. Balrog,80,2000,50000
9500140,Crimson Balrog,100,3500,100000
9500141,Separated Yeti,65,241,7500
9500142,Separated Pepe,60,194,5500
9500143,Coke Pig,35,79,1400
9500144,Coke Snail,10,17,125
9500145,Coke Seal,38,89,1700
9500146,Play Seal,42,103,2100
9500147,Yeti and Coketump,70,296,10000
9500148,Igloo Turtle,45,112,2400
9500149,Coke Golem,50,130,3000
9500150,Ice Golem,60,194,5500
9500151,Coke Slime,15,26,250
9500152,Coke Mushroom,20,35,375
9500153,Coketump,25,44,525
9500154,Coketump Lite,30,60,900
9500155,Three-Tailed Fox,56,164,4300
9500156,Wraith,48,123,2760
9500157,Jr. Wraith,35,79,1400
9500158,Yellow King Goblin,70,400,25000
9500159,Blue King Goblin,70,400,25000
9500160,Green King Goblin,70,400,25000
9500161,Hankie,80,610,25000
9500162,Harp,80,610,25000
9500163,Blood Harp,83,729,31000
9500164,Black Kentaurus,88,917,41000
9500165,Red Kentaurus,88,917,41000
9500166,Blue Kentaurus,88,917,41000
9500167,Golden Pig,10,17,125
9500168,King Slime,20,182,945
9500169,Jr. Balrog,30,263,3094
9500170,Papa Pixie,45,543,8925
9500171,Crimson Balrog,50,1267,18620
9500172,Alishar,50,1590,20230
9500173,Griffey,80,17200,205100
9500174,Manon,80,17200,205100
9500175,Angry Lord Pirate,60,2430,54600
9500176,Blue Mushmom,60,2260,50400
9500177,Giant Centipede,50,1780,20692
9500178,Snack Bar,40,1780,1900
9500179,Transformed Snack Bar,40,532,5810
9500180,Papulatus,90,18200,353500
9500181,Papulatus,90,24647,211400
9500182,Watermelon Guard Hogol ,35,35,330000000
9500183,Watermelon Guard Hogol ,35,35,330000000
9500184,Rideword P,33,35,22220
9500185,Rideword Y,33,35,22220
9500186,Rideword B,33,35,22220
9500187,Busted Doll,33,35,22220
9500188,Destroyed Doll,33,35,22220
9500189,Gift Box,33,35,22220
9500190,Toy Clown,33,35,22220
9500191,Green Phantom,33,35,22220
9500192,Pumpkin Knight,33,35,22220
9500193,Fire Steed,33,35,22220
9500194,Mirror Ghost,33,35,44440
9500195,Jack-o-Lantern,33,35,22220
9500196,Ghost,33,35,22220
9500197,Ghost,33,35,22220
9500198,Gift Box,33,35,22220
9500199,Toy Clown,33,35,22220
9500200,Zoo Balrog,80,35,50000
9500201,Zoo Yeti,65,10,11000
9500202,Zoo White Fang,58,10,10000
9500203,Zoo Pig,7,10,10000
9500204,Zoo Ribbon Pig,10,10,10000
9500300,Busted Doll,14,24,6000
9500301,Destroyed Doll,15,26,6000
9500302,Jack-o-Lantern at Pumpkin Farm,15,26,6000
9500303,Mirror Ghost 2,20,1,6000
9500304,Mirror Ghost 3,20,1,6000
9500305,Jack-o-Lantern,10,1,6000
9500306,Mano,20,120,2000
9500307,Stumpy,35,405,7000
9500308,Faust,50,410,9800
9500309,King Clang,55,1210,25000
9500310,Timer,59,650,21000
9500311,Dyle,65,810,31000
9500312,Nine-Tailed Fox,70,1300,89000
9500313,Tae Roon,71,1580,93000
9500314,King Sage Cat,77,2280,108000
9500315,Eliza,83,2800,87000
9500316,Snow Yeti,90,5200,120000
9500317,Kid Snowman,10,20,3000
9500318,Angry Snowman,40,85,4500
9500319,Giant Snowman,70,270,6000
9500320,Lost Rudolph,10,270,125
9500321,Snowman,10,270,125
9500322,Kid Snowman,10,20,3
9500323,Kitty from Cheese Storage,70,20,5000000
9500324,Kitty from Cheese Storage,70,20,5000000
9500325,King Slime,23,210,5000
9500326,Mushmom,45,550,25500
9500327,Jr. Balrog,30,300,9500
9500328,Crimson Balrog,35,360,13000
9500329,Papa Pixie,40,475,19300
9500330,Alishar,50,675,32000
9500331,Papulatus,55,850,46000
9500332,Pianus,45,550,26000
9500333,Leviathan,50,675,30000
9500334,Lord Pirate,55,925,48000
9500335,Frankenroid,50,675,30000
9500336,P Junior,70,675,50000000
9500337,Mano,20,120,2000
9500338,Stumpy,35,405,7000
9500339,Deo,38,445,7700
9500340,King Slime,40,96,1900
9500341,Faust,50,410,9800
9500342,King Clang,55,1210,25000
9500343,Alishar,56,4800,125000
9500344,Timer,59,650,21000
9500345,Mushmom,60,1200,20000
9500346,Dyle,65,810,31000
9500347,Zeno,65,940,36000
9500348,Nine-Tailed Fox,70,1300,89000
9500349,Lord Pirate,60,7200,420000
9500350,Tae Roon,71,1580,93000
9500351,Papa Pixie,65,17000,672000
9500352,King Sage Cat,77,2280,108000
9500353,Jr. Balrog,80,2000,50000
9500354,Frankenroid,81,12000,660000
9500355,Eliza,83,2800,87000
9500356,Chimera,85,3000,96000
9500357,Snow Yeti,90,5200,120000
9500358,Crimson Balrog,100,3500,100000
9500359,Manon,105,13500,3700000
9500360,Griffey,105,13500,3700000
9500361,Leviathan,120,47355,13400000
9500362,Papulatus,125,596000,23000000
9500363,Pianus,110,1300000,30000000
9500364,Mini Dungeon Transparent Monster,10,1300000,20
9500365,Mini Dungeon Agent Box,10,1300000,20
9500366,Barnard Gray,15,26,250
9500367,Zeta Gray,15,26,250
9500368,Ultra Gray,15,26,250
9500369,Chief Gray,15,26,250
9500370,Mecateon,15,26,250
9500371,Mateon,15,26,250
9500372,Plateon,15,26,250
9500373,Machine MT-09,20,980,600
9500374,Green Cornian,100,1334,65000
9500375,Dark Cornian,100,1334,65000
9500376,Jr. Newtie,100,1334,65000
9500377,Nest Golem,100,1334,65000
9500378,Blue Dragon Turtle,100,1334,65000
9500379,Red Dragon Turtle ,100,1334,65000
9500380,Skelegon,100,1334,65000
9500381,Skelosaurus,100,1334,65000
9500382,Leviathan,120,47355,1100000
9500383,Wild Monkey,15,44,250
9500384,Mama Monkey,21,62,405
9500385,White Baby Monkey,20,59,375
9500386,White Mama Monkey,34,127,1300
9500387,Blue Goblin,43,180,2200
9500388,Red Goblin,54,256,3800
9500389,Strong Stone Goblin,66,428,8000
9500390,Ravana,60,45000,2343500
9500391,Ravana,90,70000,3762400
9500392,Ravana,120,90000,5879850
9500393,Blue Goblin,43,90000,2200
9500394,Red Goblin,54,90000,3800
9500395,Strong Stone Goblin,66,90000,8000
9500396,Hodori,13,23,200
9500397,White Tiger Hogul,13,23,200
9500398,Tiger,13,23,200
9500399,Tiger Actually,13,23,200
9500400,Gourd,1,23,10000
9500401,6th Anniversary Balloon,13,23,300000
9500402,Mischievous Orange Mushroom,10,23,125
9500403,Mischievous Ribbon Pig,10,23,125
9500404,Ad Balloon Die,40,23,1
9500405,Ad Balloon Attack,40,23,10000
9500406,Carriage Ghost,33,23,22220
9500407,Graveyard Stirge,33,23,22220
9500408,Von Leon,129,0,12800000
9500409,Prison Guard Boar,127,0,1680000
9500410,Prison Guard Rhino,127,0,1540000
9500411,Mini Castle Golem,123,0,1260000
9500412,Von Leon,1,0,40000
9500422,Megran,10,0,150
9500423,Mouse Trap,10,0,150
9500424,Storage Ratz,10,0,10
9500425,Transparent Storage Ratz,10,0,10000
9500426,Lv. 20 100 Day Sweetheart Spores,20,0,6300
9500427,Lv. 60 Love Grizzly,60,0,82500
9500428,Lv. 80 Love Panda,80,0,345000
9500429,Lv. 60 Love Panda,60,0,82500
9500430,Lv. 80 Love Grizzly,80,0,345000
9500431,Lv. 40 100 Day Sweetheart Spores,40,0,30000
9500432,Lv. 60 100 Day Sweetheart Spores,60,0,84500
9500433,Lv. 80 100 Day Sweetheart Spores,80,0,345000
9500434,Lv. 100 100 Day Sweetheart Spores,100,0,1005000
9500435,Lv. 20 Love Grizzly,20,0,6300
9500436,Lv. 40 Love Grizzly,40,0,30000
9500437,Lv. 100 Love Grizzly,100,0,1005000
9500438,Lv. 20 Love Panda,20,0,6300
9500439,Lv. 40 Love Panda,40,0,30000
9500440,Lv. 100 Love Panda,100,0,1005000
9500441,Lv. 120 100 Day Sweetheart Spores,120,0,1605000
9500442,Lv. 140 100 Day Sweetheart Spores,140,0,2850000
9500443,Lv. 160 100 Day Sweetheart Spores,160,0,4050000
9500444,Lv. 120 Love Grizzly,120,0,1605000
9500445,Lv. 140 Love Grizzly,140,0,2850000
9500446,Lv. 160 Love Grizzly,160,0,4050000
9500447,Lv. 120 Love Panda,120,0,1605000
9500448,Lv. 140 Love Panda,140,0,2850000
9500449,Lv. 160 Love Panda,160,0,4050000
9500450,Joy Bird,15,0,78000000
9500451,Star Paparazzi,15,0,6666666
9500452,Ergoth,20,1750,18750
9500453,Ergoth,34,3750,65000
9500454,Ergoth,36,4150,75000
9500455,Ergoth,46,5800,126000
9500456,Ergoth,50,6500,150000
9500457,Ergoth,55,7800,200000
9500458,Ergoth,55,7800,200000
9500459,Ergoth,66,12600,400000
9500460,Ergoth,70,14800,500000
9500461,Ergoth,76,22300,850000
9500462,Ergoth,83,36450,1550000
9500463,Ergoth,85,40250,1750000
9500464,Ergoth,100,66700,3250000
9500465,Transparent Ergoth,10,66700,20
9500466,Transparent Ergoth,10,66700,20
9500467,Transparent Ergoth,10,66700,20
9500468,Transparent Ergoth,10,66700,20
9500469,Transparent Ergoth,10,66700,20
9500470,Transparent Ergoth,10,66700,20
9500471,Ergoth,118,94200,5050000
9500472,Ergoth,131,122700,7000000
9500473,Ergoth,152,200200,12500000
9500474,Transparent Ergoth,10,200200,20
9500475,Ergoth,140,147700,8700000
9500477,Lv. 20 Calico Mack,20,1750,18750
9500478,Lv. 34 Calico Mack,34,3750,65000
9500479,Lv. 46 Calico Mack,46,5800,126000
9500480,Lv. 55 Calico Mack,55,7800,200000
9500481,Lv. 66 Calico Mack,66,12600,400000
9500482,Lv. 76 Calico Mack,76,22300,850000
9500483,Lv. 85 Calico Mack,85,40250,1750000
9500484,Lv. 100 Calico Mack,100,66700,3250000
9500485,Lv. 118 Calico Mack,118,94200,5050000
9500486,Lv. 135 Calico Mack,135,122700,7000000
9500487,Lv. 150 Calico Mack,150,189750,11750000
9500488,Lv. 20 Monster Trainee,20,1750,18750
9500489,Lv. 34 Monster Trainee,34,3750,65000
9500490,Lv. 36 Monster Trainee,36,4150,75000
9500491,Lv. 46 Monster Trainee,46,5800,126000
9500492,Lv. 50 Monster Trainee,50,6500,150000
9500493,Lv. 55 Monster Trainee,55,7800,200000
9500494,Lv. 56 Monster Trainee,56,8000,205000
9500495,Lv. 66 Monster Trainee,66,12600,400000
9500496,Lv. 70 Monster Trainee,70,14800,500000
9500497,Lv. 76 Monster Trainee,76,22300,850000
9500498,Lv. 83 Monster Trainee,83,36450,1550000
9500499,Lv. 85 Monster Trainee,85,40250,1750000
9500500,Lv. 100 Monster Trainee,100,66700,3250000
9500501,Lv. 118 Monster Trainee,118,94200,5050000
9500502,Lv. 135 Monster Trainee,135,122700,7000000
9500503,Lv. 150 Monster Trainee,150,189750,11750000
9500504,Lv. 140 Monster Trainee,140,155500,9250000
9500505,Lv. 26 Monster Trainee,26,2350,29000
9500506,Lv. 20 Gigantic Boy Moon Bunny,20,1750,18750
9500507,Lv. 34 Gigantic Girl Moon Bunny,34,3750,65000
9500508,Lv. 46 Gigantic Boy Moon Bunny,46,5800,126000
9500509,Lv. 55 Gigantic Girl Moon Bunny,55,7800,200000
9500510,Lv. 66 Gigantic Boy Moon Bunny,66,12600,400000
9500511,Lv. 76 Gigantic Girl Moon Bunny,76,22300,850000
9500512,Lv. 85 Gigantic Boy Moon Bunny,85,40250,1750000
9500513,Lv. 100 Gigantic Girl Moon Bunny,100,66700,3250000
9500514,Lv. 118 Gigantic Boy Moon Bunny,118,94200,5050000
9500515,Lv. 135 Gigantic Girl Moon Bunny,135,122700,7000000
9500516,Lv. 150 Gigantic Boy Moon Bunny,150,189750,11750000
9500517,Goodie Ball,65,189750,375000
9500518,Blue Team Tae Roon,65,189750,700000
9500519,White Team Tae Roon,65,189750,700000
9500520,Goodie Ball,20,1750,18750
9500521,Goodie Ball,10,1750,10000
9500522,Transparent Blue Team Tae Roon ,10,1750,10000
9500523,Transparent White Team Tae Roon,10,1750,10000
9500524,Transparent White Team Tae Roon,10,1750,10000
9500525,Transparent White Team Tae Roon,10,1750,10000
9500526,Halloween Pumpkin,10,0,98000000
9500527,Ghostly Halloween Pumpkin,10,0,10000
9500528,Dracula Bear,36,0,75000
9500529,Bat Pumpkin Candy,36,0,75000
9500530,Moon Bunny Twin,36,0,75000
9500531,Pumpkin Bat,36,0,75000
9500532,Snow Giant,20,0,6000000
9500533,Draco Uncle Black Dragon ,65,0,375000
9500534,Draco Uncle Black Dragon Transparent,10,0,10000
9500535,Magnus,1,3,15
9500536,Arkarium,1,3,15
9500544,Halloween Witch Cat,13,0,23310
9500545,Ghost,14,24,6000
9500546,Green Phantom,13,23,6000
9500547,Rideword P,13,23,6000
9500548,Rideword Y,13,20,6000
9500549,Rideword B,13,20,6000
9500550,Busted Doll,13,24,6000
9500551,Destroyed Doll,13,26,6000
9500552,Jack-o-Lantern,13,26,6000
9500553,Pumpkin Knight,13,30,6000
9500554,Masked Gentleman,13,30,6000
9500555,Pumpkin Lock,14,24,6000
9500556,Pumpkin Lock,14,24,6000
9500557,Pumpkin Lock,14,24,6000
9500558,Pumpkin Lock,14,24,6000
9500559,Pumpkin Lock,14,24,6000
9500560,Rideword P,13,23,6000
9500561,Rideword Y,13,20,6000
9500562,Rideword B,13,20,6000
9500563,Rhinojinn,10,0,3500000
9500564,Rhinojinn,10,0,10000
9500565,Blue Magic Loom,65,0,700000
9500566,Blue Magic Loom,65,0,700000
9500567,Blue Magic Loom,65,0,700000
9500568,Blue Silk Thief,50,0,21000
9500569,Red Magic Loom,65,0,700000
9500570,Red Magic Loom,65,0,700000
9500571,Red Magic Loom,65,0,700000
9500572,Red Silk Thief,50,0,21000
9500573,Little Hallowall,10,0,1000000
9500574,Ghastly Hallowall,10,0,1000000
9500575,Grumpy Hallowall,10,0,1000000
9500576,Oversized Jack-o-Lantern,80,0,1000000
9500577,Red Team,10,0,1
9500578,Blue Team,10,0,1
9500579,Whipped Cream Wight,30,0,3000000
9500580,Sweet Choco Cream,30,0,3000000
9500581,Mega Creamy Ghost,1,0,1
9500582,Little Hallowall,10,0,1000000
9500583,Ghastly Hallowall,10,0,1000000
9500584,Grumpy Hallowall,10,0,1000000
9500585,Oversized Jack-o-Lantern,80,0,1000000
9500586,Whipped Cream Wight,13,0,6000
9500587,Witch Cat,13,0,6000
9500588,Castle Ghost,14,0,6000
9500589,Garbage Pile,13,0,6000
9500591,Small Totem Pole,10,0,1000000
9500592,Totem Pole,10,0,1000000
9500593,Large Totem Pole,10,0,1000000
9500594,Huge Totem Pole,80,0,1000000
9500595,Heckler,10,0,1000
9500596,Finish,10,0,1
9500597,Small Totem Pole,10,0,1000000
9500598,Totem Pole,10,0,1000000
9500599,Large Totem Pole,10,0,1000000
9500600,Huge Totem Pole,80,0,1000000
9500601,Heckler,10,0,1000
9500602,Finish,10,0,1
9500603,Beast,58,0,4900
9500604,Delinquent Rudolph,15,0,78000000
9500605,Terrified Pigmy,15,0,30000000
9500606,Thief Crow,30,0,1000000
9500607,Just Dating Spore,10,0,7100
9500608,Lovestruck Sweetheart Yeti,10,0,7100
9500609,Lovestruck King Slime,10,0,7100
9500611,Smitten Panda,10,0,7100
9500612,Infatuated Grizzly,10,0,7100
9500613,Murgoth's Clone,15,0,78000000
9500614,Red Mini Bean,11,0,150
9500615,Yellow Mini Bean,11,0,150
9500616,Blue Mini Bean,11,0,150
9500617,Green Mini Bean,11,0,150
9500618,Black Mini Bean,11,0,150
9500619,Jr. Balrog,70,25,1000000
9500620,Brown Teddy,112,11,335085
9500621,Pink Teddy,112,11,335085
9500622,Roloduck,113,13,348075
9500623,Black Ratz,93,16,102000
9500624,Tick,114,15,362700
9500625,Bloctopus,95,19,110000
9500626,Panda Teddy,112,11,335085
9500627,Master Robo,114,11,362700
9500628,Tick-Tock,114,10,362700
